x,y,y (p = 1),error (p = 1),y (p = 2),error (p = 2),y (p = 3),error (p = 3),y (p = 4),error (p = 4)
18.1500000000,1.1954783446,-1228501133.2779142706,-1228501134.4733926152,-2.9675311885,-4.1630095331,1.0433164849,-0.1521618597,1.2148225994,0.0193442548
18.2000000000,0.1844994266,-1108257061.0631344451,-1108257061.2476338717,-3.2388685856,-3.4233680122,0.1279407445,-0.0565586821,0.2058418693,0.0213424427
18.2500000000,-0.8273290145,-838684192.1172716717,-838684191.2899426572,-3.2702060700,-2.4428770555,-0.7845141054,0.0428149092,-0.8060750101,0.0212540044
18.3000000000,-1.7618458895,-436007266.5868145227,-436007264.8249686332,-3.0906979292,-1.3288520397,-1.6254137187,0.1364321708,-1.7427259893,0.0191199002
18.3500000000,-2.5489708391,65414140.9575902325,65414143.5065610715,-2.7431110497,-0.1941402106,-2.3334414669,0.2155293722,-2.5337750305,0.0151958085
18.4000000000,-3.1324741915,615254815.3537690868,615254818.4862432783,-2.2771538581,0.8553203334,-2.8594695854,0.2730046061,-3.1225534233,0.0099207682
18.4500000000,-3.4743061442,1151593409.0180311205,1151593412.4923372647,-1.7428588229,1.7314473213,-3.1701874070,0.3041187372,-3.4704403709,0.0038657733
18.5000000000,-3.5571212357,1607194486.5097169080,1607194490.0668381436,-1.1848711435,2.3722500921,-3.2501971832,0.3069240525,-3.5594527484,-0.0023315127
18.5500000000,-3.3848287057,1917148609.5821971194,1917148612.9670258251,-0.6383193464,2.7465093593,-3.1024502077,0.2823784980,-3.3928669299,-0.0080382242
18.6000000000,-2.9812050861,2027087175.6643981900,2027087178.6456032761,-0.1266851079,2.8545199782,-2.7470649709,0.2341401152,-2.9939007138,-0.0126956277
18.6500000000,-2.3867995114,1901030158.8764426085,1901030161.2632421199,0.3382137470,2.7250132584,-2.2187264690,0.1680730424,-2.4026778985,-0.0158783871
18.7000000000,-1.6545239139,1527863896.6737325466,1527863898.3282564606,0.7543198992,2.4088438131,-1.5629950074,0.0915289065,-1.6718610395,-0.0173371256
18.7500000000,-0.8444329073,925501069.6670493456,925501070.5114822529,1.1259747043,1.9704076116,-0.8319410931,0.0124918142,-0.8614526356,-0.0170197283
18.8000000000,-0.0182512723,141952351.9170314308,141952351.9352827031,1.4597556253,1.4780068976,-0.0795625531,-0.0613112809,-0.0333206797,-0.0150694075
18.8500000000,0.7658028008,-747169098.4530783393,-747169099.2188811401,1.7602682815,0.9944654808,0.6425710487,-0.1232317520,0.7540024654,-0.0118003353
18.9000000000,1.4574192391,-1644805953.9458516692,-1644805955.4032709083,2.0266360934,0.5692168542,1.2890594167,-0.1683598225,1.4497649530,-0.0076542862
18.9500000000,2.0174599199,-2441935461.1972679899,-2441935463.2147279098,2.2503112528,0.2328513330,1.8235060906,-0.1939538293,2.0143160034,-0.0031439165
19.0000000000,2.4198719177,-3029580875.1325594368,-3029580877.5524313545,2.4146220163,-0.0052499014,2.2202748045,-0.1995971132,2.4210821302,0.0012102125
19.0500000000,2.6522005111,-3312168886.3396322080,-3312168888.9918327192,2.4962023614,-0.1559981497,2.4651253680,-0.1870751432,2.6571416809,0.0049411697
19.1000000000,2.7148094553,-3220747891.3300963435,-3220747894.0449057987,2.4681581196,-0.2466513356,2.5548101643,-0.1599992909,2.7224978426,0.0076883873
19.1500000000,2.6190489919,-2724431886.3075751846,-2724431888.9266241766,2.3045490739,-0.3144999179,2.4958155201,-0.1232334718,2.6282844517,0.0092354598
19.2000000000,2.3847063867,-1838468164.0865283811,-1838468166.4712347678,1.9855472363,-0.3991591504,2.3025042679,-0.0822021189,2.3942352150,0.0095288283
19.2500000000,2.0371203449,-627560413.6028818382,-627560415.6400021832,1.5024983682,-0.5346219768,1.9949502642,-0.0421700808,2.0457959415,0.0086755965
19.3000000000,1.6043365939,796493830.1805777657,796493828.5762411718,0.8620862681,-0.7422503258,1.5967508667,-0.0075857272,1.6112579237,0.0069213298
19.3500000000,1.1146307763,2283201700.0493806738,2283201698.9347498976,0.0888830278,-1.0257477485,1.1330628477,0.0184320714,1.1192419209,0.0046111446
19.4000000000,0.5946358361,3657459654.6821455031,3657459654.0875096670,-0.7742457260,-1.3688815621,0.6290386967,0.0344028606,0.5967752462,0.0021394101
19.4500000000,0.0681979957,4738238407.0816926956,4738238407.0134946997,-1.6681462663,-1.7363442620,0.1087547430,0.0405567473,0.0680927059,-0.0001052898
19.5000000000,-0.4440355502,5360096415.8597647278,5360096416.3038002779,-2.5217470948,-2.0777115446,-0.4053672894,0.0386682608,-0.4458283546,-0.0017928044
19.5500000000,-0.9244063078,5395204302.6948828711,5395204303.6192891789,-3.2584306709,-2.3340243631,-0.8927250824,0.0316812254,-0.9271012610,-0.0026949532
19.6000000000,-1.3576091148,4773239166.6552262944,4773239168.0128354090,-3.8037603468,-2.4461512320,-1.3344285575,0.0231805574,-1.3603235912,-0.0027144764
19.6500000000,-1.7298827770,3496471574.5735708519,3496471576.3034536289,-4.0937060380,-2.3638232610,-1.7130967606,0.0167860164,-1.7317786183,-0.0018958413
19.7000000000,-2.0282898113,1647655767.9079217832,1647655769.9362115945,-4.0824030441,-2.0541132327,-2.0127375688,0.0155522426,-2.0287065054,-0.0004166941
19.7500000000,-2.2403184034,-611053464.6083307525,-611053462.3680123491,-3.7484868130,-1.5081684096,-2.2188606134,0.0214577900,-2.2388796341,0.0014387693
19.8000000000,-2.3539727150,-3049034252.0365780133,-3049034249.6826052985,-3.0991740681,-0.7452013532,-2.3189191032,0.0350536118,-2.3506517808,0.0033209341
19.8500000000,-2.3584237815,-5387750224.8800875787,-5387750222.5216637971,-2.1714944111,0.1869293704,-2.3031036237,0.0553201579,-2.3535588113,0.0048649703
19.9000000000,-2.2451860914,-7329486403.5543622519,-7329486401.3091761605,-1.0303896867,1.2147964046,-2.1654314439,0.0797546475,-2.2394425688,0.0057435226
19.9500000000,-2.0096800047,-8591668359.7377022635,-8591668357.7280222587,0.2362457264,2.2459257311,-1.9050003382,0.1046796665,-2.0039650293,0.0057149754
20.0000000000,-1.6529527037,-8943187965.7165864790,-8943187964.0636337753,1.5251544486,3.1781071523,-1.5272178280,0.1257348757,-1.6482917815,0.0046609222
